date,event,nouns
2022-01-31,ALP,"['재밌다', '알파', '스키']"
2022-01-31,LUG,[]
2022-01-31,BOB,"['전', '의미', '메달', '자메이카', '봅슬레이']"
2022-01-31,BOB,"['베이징', '봅슬레이', '선구', '김유란', '썰매', '20kg', '찌웠다', '목표', '메달']"
2022-01-31,STK,"['중국', '사령탑', '김선태', '감독', '한국', '분석', '쇼트트랙', '훈련', '첫날', '정보전']"
2022-01-31,STK,"['명절', '땀방울', '쇼트트랙', '대표팀', '금빛', '질주', '다짐']"
2022-01-31,STK,"['쇼트트랙', '첫', '담금질', '시작', '적응', '문제']"
2022-01-31,STK,"['쇼트트랙', '대표팀', '현지', '훈련', '김선태', '안현수', '중국', '지도']"
2022-01-31,STK,"['중국', '쇼트트랙', '훈련', '취소', '베이징', '입성', '한국', '의식']"
2022-01-31,STK,"['올림픽', '쇼트트랙', '최민정', '준비완료', '중국', '나쁜손', '것']"
2022-01-31,STK,"['한국', '쇼트트랙', '자신감', '노력', '만큼', '메달']"
2022-01-31,STK,"['올림픽', '쇼트트랙', '황대헌', '날짜', '내일', '설날']"
2022-01-31,STK,"['쇼트트랙', '황대헌', '나', '집돌', '선수촌', '침대']"
2022-01-31,STK,"['올림픽', '호랑이들', '세계최강', '한국', '쇼트트랙', '금빛', '훈련', '시작']"
2022-01-31,STK,"['두', '번', '올림픽', '최민정', '대회', '집중', '컨디션', '빙질', '상태']"
2022-01-31,STK,"['금빛', '질주', '쇼트트랙', '대표팀', '분위기', '속', '첫', '현지', '훈련']"
2022-01-31,STK,"['안현수', '중국', '쇼트트랙', '대표팀', '지휘', '훈련복']"
2022-01-31,STK,"['中', '대표팀', '안현수', '훈련복', '공식', '훈련', '지휘']"
2022-01-31,STK,"['올림픽', '빅토르', '안현수', '중국', '쇼트트랙', '대표팀', '기술코치', '모습', '훈련복', '수', '지도']"
2022-01-31,STK,"['베이징', '입성한', '한국', '쇼트트랙', '모두', '수']"
2022-01-31,STK,"['쇼트트랙', '대표팀', '베이징', '입성', '방호복', '황대헌', '철저', '준비']"
2022-01-31,STK,"['올림픽', '미국', '쇼트트랙', '미래', '한', '선수들', '올림픽', '무대']"
2022-01-31,STK,"['올림픽', '안현수', '중국', '쇼트트랙', '대표팀', '지휘', '훈련복']"
2022-01-31,FSK,"['금은동', '싹쓸', '포디움', '석권', '일본', '남자', '피겨', '4']"
2022-01-31,FSK,"['김연아', '유산', '차준환', '유영', '여왕', '영광', '재현', '베이징올림픽']"
2022-01-31,FSK,"['그대들', '응원', '피겨', '이수경', '자기']"
2022-01-31,NCB,"['재밌다', '노르딕', '복합']"
2022-01-31,SKN,[]
2022-02-01,SSK,"['빙속', '메달', '김민석', '4년', '전', '자신감']"
2022-02-01,SSK,"['베이징', '얼음판', '적응', '중', '얼음', '리본', '의', '질주', '기대하세요']"
2022-02-01,SSK,"['부담', '응원', '힘난다', '스케이터', '김민석']"
2022-02-01,SSK,"['한국', '빙상', '메달밭', '500m', '김준호', '완벽', '레이스', '목표']"
2022-02-01,SSK,"['빙속', '김민석', '4년', '전', '평창보다', '기량', '성장', '메달', '1개', '이상', '목표']"
2022-02-01,SSK,"['김민석', '베이징', '빙판', '체크', '완료', '마음', '베이징올림픽']"
2022-02-01,SSK,"['김민석', '자신감', '4년', '전', '베이징2022']"
2022-02-01,SSK,"['베이징올림픽', '빙속괴물', '김민석', '베이징', '출사표', '전', '종목', '메달', '4년', '전']"
2022-02-01,SSK,"['빙속대표팀', '첫', '훈련', '빙질', '강릉', '비슷', '베이징2022']"
2022-02-01,SSK,"['올림픽', '빙속', '괴물', '김민석', '훈련', '개시', '내', '기량', '4년', '전']"
2022-02-01,SSK,"['베이징올림픽', '첫', '빙질', '점검', '스피드', '스케이팅', '삼총사', '빙질', '예상', '김민석', '1500m', '메달', '청신호']"
2022-02-01,SSK,"['빙속', '대표팀', '김민석', '김준호', '박성현', '베이징서', '첫', '훈련', '빙질', '점검']"
2022-02-01,SSK,"['빙속', '강원전사', '김준호', '박성현', '금빛', '첫', '현지', '훈련']"
2022-02-01,SSK,"['여기', '베이징', '女', '500m', '올림픽', '2연패', '고다', '현지', '적응훈련', '시작']"
2022-02-01,SSK,"['베이징', '입성한', '빙속', '대표팀', '지상', '훈련', '스타트']"
2022-02-01,SSK,"['평창', '金', '고다이라', '베이징', '빙판', '첫', '인사', '상쾌', '기분']"
2022-02-01,SSK,"['올림픽', '베이징', '입성한', '빙속', '대표팀', '지상', '훈련', '스타트']"
2022-02-01,SSK,[]
2022-02-01,SSK,"['올림픽', '고다이라', '신선한', '공기', '베이징', '첫인사']"
2022-02-01,SSK,"['올림픽', '나', '50세', '스피드스케이팅', '수', '세월', '투혼']"
2022-02-01,SSK,"['日', '고다이라', '베이징', '입성', '후', '첫', '얼음']"
2022-02-01,CUR,"['팀', '평창', '제패', '스웨덴', '컬링', '코로나19', '확진', '비상', '베이징2022']"
2022-02-01,CUR,"['평창', '팀', '스웨덴', '수', '코로나19', '날벼락', '베이징행', '불투명']"
2022-02-01,CUR,"['숫자', '컬링', '팀', '2연속', '올림픽', '메달', '도전', '베이징2022']"
2022-02-01,CUR,"['평창', '찢어놨던', '갈릭', '걸스', '베이징', '한번', '역사', '창조', '도전', '올림픽', '3']"
2022-02-01,SJP,"['스키점프', '세계', '1위', '등', '올림픽', '메달', '후보', '코로나19', '확진']"
2022-02-01,IHO,"['올림픽', '전설', '첼리오스', '아들', '중국', '귀화선수', '출전']"
2022-02-01,IHO,"['2022베이징', '동계올림픽', '특집', '끝', '8', '올림픽', '꽃', '아이스하키', '수']"
2022-02-01,CCS,"['올림픽', '루', '싱글', '임남규', '프리쉐', '첫', '트랙', '훈련', '순조', '코스']"
2022-02-01,FSK,"['점프머신', '네', '첸', '평창', '악몽', '깨끗']"
2022-02-01,FSK,"['베이징', '우리', '차준환에', '기대', '中', '진보양', '오매불망']"
2022-02-01,FSK,"['올림픽', '점프머신', '네', '첸', '평창', '악몽', '깨끗']"
2022-02-01,FSK,"['편파판정', '1년', '자격정지', '중국인', '심판', '베이징서', '복귀', '베이징', '3']"
2022-02-01,FSK,"['베이징올림픽', '편파판정', '서막', '중국', '퇴출위', '피겨', '심판', '베이징', '올림픽', '극', '복귀', '논란']"
2022-02-01,FSK,"['중국', '편파', '판정', '中', '심판', '자국', '올림픽', '복귀', '논란', '베이징올림픽']"
2022-02-01,FSK,"['편파', '판정', '징계', '중국', '피겨', '심판', '베이징', '올림픽', '복귀', '논란']"
2022-02-01,FSK,"['편파', '판정', '논란', '징계', '피겨', '심판', '베이징', '올림픽', '복귀', '논란']"
2022-02-01,FSK,"['편파', '판정', '징계', '중국', '피겨', '심판', '올림픽', '복귀', '논란']"
2022-02-01,FSK,"['올림픽', '편파', '판정', '징계받', '중국', '피겨', '심판', '올림픽', '복귀', '논란']"
2022-02-01,FSK,"['평창', '때', '자국선수', '편파판정', '징계', '중국', '심판', '복귀', '논란', '수', '안']"
2022-02-01,FSK,"['연아', '키즈', '대표', '기수', '차준환', '유영', '격', '한국', '피겨', '베이징', '베이징', '오', '쎈', '시선']"
2022-02-01,FSK,"['평창서', '편파판정', '중국', '심판', '복귀', '논란']"
2022-02-01,SKN,"['평창', '스켈레톤', '銀', '트레구보프', '코', '확진', '베이징', '전', '불발']"
2022-02-01,SKN,"['평창', '스켈레톤', '銀', '트레구보프', '코로나19', '확진', '베이징2022']"
2022-02-01,SKN,"['올림픽', '평창', '銀', '트레구보프', '스키점프', '1위', '크라머르', '코로나19', '날벼락']"
2022-02-01,SKN,"['평창', '영광', '재현', '컬링', '팀', '스켈레톤', '윤성빈', '베이징올림픽']"
2022-02-02,SSK,"['베이징', '수', '극', '베이징행', '박성현', '반전', '준비']"
2022-02-02,SSK,"['강산', '기자', '베이징', '피플', '평창', '때', '기량', '강력', '차세대', '빙속', '황제', '김민석', '패기']"
2022-02-02,SSK,"['극', '합류', '박성현', '절친', '김민석', '올림픽', '스경X베이징']"
2022-02-02,SSK,"['극', '전', '박성현', '올림픽', '수', '베이징2022']"
2022-02-02,SSK,"['올림픽', '베이징', '막차', '빙속', '박성현', '끝', '기회', '개인기록', '것']"
2022-02-02,SSK,"['베이징', '극', '베이징행', '빙상스타', '주종목', '기록']"
2022-02-02,SSK,"['폐쇄', '루프', '걱정', '스피드', '김준호', '김민석', '베이징2022']"
2022-02-02,SSK,"['빙속', '이강석', '내', '한국신', '차', '민규야', '강철', '멘탈', '보']"
2022-02-02,SBD,"['소치', '銅', '스노보드', '데이볼드', '머리', '부상', '베이징', '올림픽', '포기']"
2022-02-02,SBD,[]
2022-02-02,SBD,"['배추보', '이상호', '이번', '금빛', '질주', '베이징올림픽']"
2022-02-02,SJP,"['올림픽', '무관', '일본', '스키점프', '대표', '다카나시', '금메달', '한풀', '찬스']"
2022-02-02,STK,"['올림픽', '쇼트트랙', '최민정', '올림픽', '정보제공', '사이트', '첫', '화', '장식']"
2022-02-02,STK,"['공동', '기수', '곽윤기', '김아랑', '메달']"
2022-02-02,STK,"['한국인', '지도자', '영입', '中', '안방', '악연']"
2022-02-02,STK,"['5관왕', '가능', '최민정', '최대', '적', '신화', '도전']"
2022-02-02,STK,"['올림픽', '쇼트트랙', '에이스', '최민정', '최고', '순간']"
2022-02-02,STK,"['5일', '쇼트트랙', '남매', '8', '배추보', '베이징서', '태극기']"
2022-02-02,STK,"['쇼트트랙', '간판', '최민정', '올림픽', '준비', '베이징2022']"
2022-02-02,STK,"['중국대표팀', '지도하', '러시아인', '빅토르', '안현수', '한국팬들', '반응', '싸늘']"
2022-02-02,STK,"['강산', '기자', '여기', '베이징', '현지', '기', '혀', '중국쇼트트랙', '철통보안', '신경', '한국선수들']"
2022-02-02,STK,"['강산', '기자', '여기', '베이징', '핑크빛', '머리', '곽윤기', '진심', '고민']"
2022-02-02,STK,"['中', '선수', '실격', '곽윤기', '걱정', '베이징올림픽']"
2022-02-02,STK,"['스포츠머그', '빅토르', '안현수', '코치', '지도하', '중국', '쇼트트랙', '대표팀', '훈련', '모습']"
2022-02-02,STK,"['쇼트트랙', '대표팀', '화기애애한', '분위기', '속', '막판', '담금질']"
2022-02-02,STK,"['핫핑크', '머리', '곽윤기', '고민', '모자']"
2022-02-02,STK,"['인터뷰', '중국', '쇼트트랙', '대표팀']"
2022-02-02,STK,"['베이징Scene', '중국', '견제', '韓', '쇼트트랙', '자신', '길']"
2022-02-02,STK,"['금빛', '질주', '도전', '쇼트트랙', '처지']"
2022-02-02,STK,"['형제', '나', '터키', '韓', '쇼트트랙', '태극전사', '훈련', '베이징', '현장']"
2022-02-02,STK,"['나', '적', '쇼트트랙', '중국', '경계령', '스경X베이징']"
2022-02-02,STK,"['올림픽', '외신', '콕', '집', '금메달', '후보', '이유빈', '자신감', '뿜뿜']"
2022-02-02,STK,"['볼테', '쇼트트랙', '한']"
2022-02-02,STK,"['중국', '텃세', '우', '쇼트트랙', '곽윤기', '실격', '수']"
2022-02-02,STK,"['올림픽', '개막전', '기수', '곽윤기', '분홍색', '머리카락']"
2022-02-02,STK,"['30대', '중반', '쇼트트랙', '곽윤기', '애', '베이징2022']"
2022-02-02,STK,"['2번', '올림픽', '이유빈', '평창', '자유', '분위기', '축제', '맛', '수']"
2022-02-02,STK,"['베이징', '보란듯', '공개', '훈련', '한국', '쇼트트랙', '숨바꼭질', '중국']"
2022-02-02,STK,"['최강', '한국', '쇼트트랙', '중국', '지도자들', '앞', '베이징2022']"
2022-02-02,STK,"['여자', '계주', '3연패', '도전', '이유빈', '대', '마음']"
2022-02-02,STK,"['베이징', '편파', '판정', '걱정', '곽윤기', '실격', '수']"
2022-02-02,STK,"['잼없감없', '곽윤기', '韓', '쇼트트랙', '대표팀', '중심', '베이징올림픽']"
2022-02-02,STK,"['베이징올림픽', '中', '쇼트트랙', '공식훈련', '펑크', '5차례', '훈련', '중', '4차례', '잠적']"
2022-02-02,STK,"['쇼트트랙', '이유빈', '4년', '전', '베이징2022']"
2022-02-02,STK,"['베이징', 'AP통신', '여자', '쇼트트랙', '1500m', '금메달', '지목', '주인공', '이유빈', '계주', '초점', '평', '긍정적', '생각', '노력', '중']"
2022-02-02,STK,"['베이징', '금메달', '후보', '전망', '이유빈', '예상', '긍정적']"
2022-02-02,STK,"['베이징', '중국', '편파판정', '격', '경계령', '곽윤기', '실격', '가능성']"
2022-02-02,STK,"['중국', '속', '한국', '쇼트트랙']"
2022-02-02,STK,"['베이징', '대한민국', '기수', '쇼트트랙', '곽윤기', '고민', '핑크머리', '털모자', '입장']"
2022-02-02,STK,"['우여곡절', '끝', '세번', '올림픽', '대표팀', '맏언니', '김아랑', '감동드', '스경X베이징']"
2022-02-02,STK,"['베이징', '中', '쇼트트랙', '에이스', '자신감', '↑', '혼성', '계주', '경쟁력']"
2022-02-02,STK,"['베이징', '中', '쇼트트랙', '기술코치', '애증', '인물', '안현수', '특별', '새해', '선물', '러시아', '금발', '미녀', '안현수', '사람']"
2022-02-02,STK,"['베', '속', '안현수', '등장', '韓', '中', '치열', '정보전', '베이징', '현장']"
2022-02-02,STK,"['세계', '최강', '한국', '쇼트트랙', '설날', '현지', '적응', '구슬땀', '뉴시스Pic']"
2022-02-02,STK,"['올림픽', '2', '한국', '쇼트트랙팀', '中', '현지', '훈련', '긴장감']"
2022-02-02,STK,"['올림픽', '첫', '혼성', '계주', '대표팀', '초대', '챔피언', '노']"
2022-02-02,STK,"['한국', '쇼트트랙', '빅토르안', '안현수', '어색한', '만남']"
2022-02-02,STK,"['올림픽', '집중견제', '대상', '이', '박승희', '해설위원', '중국', '신경', '말길']"
2022-02-02,STK,"['인기', '부담', '책', '것', '쇼트트랙', '대표팀', '베이징올림픽']"
2022-02-02,STK,"['올림픽', '올림픽', '전', '무산', '임효준', '개명', '마음', '듯']"
2022-02-02,STK,"['베이징올림픽', '최민정', '황대헌', '5일', '금빛', '사냥']"
2022-02-02,STK,"['베이징', '중국', '안현수', '라이벌', '한국', '신경']"
2022-02-02,STK,"['베', '중국', '쇼트트랙', '자신감', '한국', '마', '웨이']"
2022-02-02,STK,"['베이징Scene', '설', '그', '레이스']"
2022-02-02,FRS,"['아메리칸', '중국', '논란']"
2022-02-02,SKN,"['이름', '썰매', '뼈대', '머리', '시속', '150㎞', '하강']"
2022-02-02,SKN,"['올림픽', '윤성빈', '중국', '스켈레톤', '간판', '겅원창', '충격', '대표팀', '탈락']"
2022-02-03,SSK,"['스피드스케이팅', '김민석', '이번', '메달', '색', '것']"
2022-02-03,SSK,"['이상화', '부상', '세월', '언니']"
2022-02-03,SSK,"['일본', '빙속대표팀', '코치', '코로나19', '확진', '베이징2022']"
2022-02-03,SSK,"['베이징', '빙속', '국가대표팀', '출국', '현장', '엑', '영상']"
2022-02-03,SSK,"['메달', '기대주', '로', '김민석', '베이징에서', '메달', '색깔', '스경X베이징']"
2022-02-03,SSK,"['이승훈', '정재원', '등', '빙속', '대표팀', '베이징', '출국']"
2022-02-03,SSK,"['짬짜미', '오해', '김세훈', '스포츠IN']"
2022-02-03,SSK,"['베이징', 'AP통신', '외면', '금메달']"
2022-02-03,ALP,"['대한민국', '64번', '수', '극', '막차', '알파', '스키', '김소희', '기적', '일', '컨디션']"
2022-02-03,ALP,"['극', '베이징행', '막차', '김소희', '30분', '눈물', '나']"
2022-02-03,SBD,"['베이징동계올림픽', '배추보이', '이상한', '해외예측', '스노보드', '평행대회전', '금메달', '후보', '로지노프', '이상호', '입상권']"
2022-02-03,SBD,"['재미교포', '클로', '슈퍼스타', '10']"
2022-02-03,SBD,"['스노보드', '은메달', '이상호', '이번', '금빛', '사냥']"
2022-02-03,LUG,"['투혼', '루', '임남규', '목발', '올림픽', '티켓']"
2022-02-03,LUG,"['루', '임남규', '마지막', '여정', '후회']"
2022-02-03,IHO,"['영상', '여자', '아이스하키', '일본', '스웨덴', '상대', '첫', '승']"
2022-02-03,IHO,"['2022베이징', '일본', '女', '아이스하키', '예선', '스웨덴', '완승']"
2022-02-03,IHO,"['골모음', '홈팀', '중국', '체코', '3대1', '패배', '12골', '대폭발']"
2022-02-03,IHO,"['영상', '최강', '여자', '아이스하키', '12골', '잔치']"
2022-02-03,IHO,"['체코', '개최국', '중국', '女아이스하키', '첫', '승', '신고']"
2022-02-03,IHO,"['올림픽', '아이스하키', '3일', '시작', '체코', '중국', '사상', '첫승', '종합']"
2022-02-03,IHO,"['영상', '여자', '아이스하키', '체코', '중국', '첫승']"
2022-02-03,IHO,"['2022베이징', '체면', '개최국', '중국', '아이스하키', '체코', '1', '3', '패']"
2022-02-03,IHO,"['올림픽', '아이스하키', '3일', '시작', '체코', '중국', '첫', '승']"
2022-02-03,BOB,"['마리', '원윤종', '썰매']"
2022-02-03,BOB,"['영혼', '파트너', '봅슬레이', '원윤종', '쿨러닝', '처럼', '도전']"
2022-02-03,BOB,"['봅슬레이', '원윤종', '마', '13번', '구간', '극복']"
2022-02-03,BOB,"['2022', '베이징', '올림픽', '봅슬레이', '국가대표', '김형근']"
2022-02-03,BOB,"['봅슬레이', '원윤종', '마', '13번', '구간', '극복']"
2022-02-03,BOB,"['봅슬레이', '원윤종', '마', '13번', '구간', '극복']"
2022-02-03,CCS,"['전설', '이채원', '5일', '한국선수', '첫', '격', '베이징2022']"
2022-02-03,FRS,"['2022베이징', '2연패', '시동', '거', '평창', '금메달리스트', '男', '모글', '예선', '1위', '기록']"
2022-02-03,FRS,"['2022베이징', '미국', '3명', '일본', '2명', '女', '프리스타', '스키', '결승', '진출']"
2022-02-03,SKN,"['천하무적', '정승기', '트랙', '정복', '시작']"
2022-02-04,SSK,"['이상화', '저', '후계자요', '민선', '알려지길']"
2022-02-04,SSK,"['베이징올림픽', '스피드', '스케이팅', '대표팀', '첫', '훈련']"
2022-02-04,SSK,"['영상', '중국', '유니폼', '수', '영상', '네티즌', '와글와글']"
2022-02-04,SSK,"['올림픽', '1992년', '8번', '전', '베이징', '최고령', '은', '50세', '페히슈타']"
2022-02-04,SSK,"['고다이라', '경기', '눈물', '것', '해설위원', '올림픽', '빙속여제']"
2022-02-04,SSK,"['50세', '47세', '등', '각국', '기수', '베테랑들']"
2022-02-04,SSK,"['데뷔', '이상화', '무관중', '상황', '우려', '위', '기회']"
2022-02-04,SSK,"['올림픽', '50세', '페히슈타', '47세', '모', '등', '각국', '기수', '베테랑들']"
2022-02-04,SSK,"['베이징', '이모저모', '50세', '페히슈타', '최고령', '최연소', '발리예바', '外']"
2022-02-04,SSK,"['해설자', '베이징', '이상화', '올림픽', '저', '어색']"
2022-02-04,SSK,"['마음', '고다이라', '얘', '눈물', '이상화']"
2022-02-04,SSK,"['빙속', '대표팀', '개막일', '구슬땀', '김현영', '베이징2022']"
2022-02-04,SSK,"['스케이트', '여제', '이상화', '저', '올림픽', '어색', '베이징올림픽']"
2022-02-04,SSK,"['1992년', '8번', '올림픽', '최고령', '50세', '페히슈타']"
2022-02-04,SSK,"['이상화', '빙속여제', '올림픽', '베이징2022']"
2022-02-04,SSK,"['스케이트', '이상화', '해설위원', '나', '어색', '민선', '이름', '지우길', '스경X베이징']"
2022-02-04,SSK,"['완전체', '합체', '韓', '스피드스케이팅', '첫', '훈련', '소화', '베이징', '현장']"
2022-02-04,SSK,"['올림픽', '아찔', '김현영', '베이징', '첫', '훈련', '꽈당', '부상']"
2022-02-04,SSK,"['금빛', '메달', '사냥', '훈련', '스피드스케이팅', '국가대표', '뉴시스Pic']"
2022-02-04,SSK,"['올림픽', '마이크', '빙속여제', '이상화', '나', '올림픽', '나', '어색']"
2022-02-04,ALP,"['2종목', '금메달', '레데츠카', '3관왕', '클라에보', '평창', '영웅들', '베이징']"
2022-02-04,ALP,"['전', '내', '뒷자리', '네', '자리']"
2022-02-04,SJP,"['올림픽', '일본', '스키점프', '간판', '다카나시', '무관', '설움']"
2022-02-04,SJP,"['올림픽', '일본', '스키점프', '스타', '다카나시', '라이벌', '불참']"
2022-02-04,BTH,"['베이징', '생일', '바이애슬론', '랍신', '수', '생일파티']"
2022-02-04,BTH,"['해피', '버스데이', '랍신', '올림픽', '맞이', '생일', '파티']"
2022-02-04,BTH,"['베이징Scene', '생일', '축하', '동료들', '준비한', '랍신', '파티']"
2022-02-04,BTH,"['올림픽', '장자커우', '선수촌', '한국', '선수단', '바이애슬론', '랍신', '생일', '축하', '파티']"
2022-02-04,BTH,"['생일', '축하해', '중국', '랍신', '특별', '생일', '파티', '스경X베이징']"
2022-02-04,BOB,"['실수', '금물', '옌칭', '슬라이딩센터', '주의보']"
2022-02-04,BOB,"['올림픽', '스포츠', '우크라', '러시아', '갈등']"
2022-02-04,BOB,"['스노보드', '이상호', '사상', '첫', '금메달', '도전']"
2022-02-04,BOB,"['올림픽', '번', '실수', '실패', '완벽', '요구', '옌칭', '트랙']"
2022-02-04,BOB,"['올림픽', '제2', '쿨러닝', '논바이너리', '화제', '선수들']"
2022-02-04,BOB,"['봅슬레이', '원윤종', '부상', '10년', '단짝', '몫']"
2022-02-04,CCS,"['6번', '올림픽', '이채원', '엄마']"
2022-02-04,CCS,"['크로스컨트리', '개척자', '이채원', '6번', '도전']"
2022-02-04,CCS,"['베이징', '이슈', '은퇴', '번복', '韓', '크로스컨트리', '여제', '마지막', '도전']"
2022-02-04,CCS,"['6번', '올림픽', '크로스컨트리', '이채원', '불혹', '베테랑', '맞이', '위대한', '도전']"
2022-02-04,STK,"['쇼트트랙', '남자', '1000m', '여자', '500m', '예선', '조편성', '공개', '이유빈', '스휠팅', '조', '여기', '베이징']"
2022-02-04,STK,"['2022베이징', '최민정', '황대헌', '다관왕', '금빛', '레이스', '스타트']"
2022-02-04,STK,"['두', '에이스', '컨디션', '최상', '쇼트트랙', '완전체', '5일', '출격']"
2022-02-04,STK,"['메달', '도전', '한국', '쇼트트랙', '혼성계주', '첫', '관문', '중국', '여기', '베이징']"
2022-02-04,STK,"['효자', '종목', '쇼트트랙', '5일', '일정', '시작', '혼성계주', '첫', '메달']"
2022-02-04,STK,"['필승', '다짐', '쇼트트랙대표팀', '메달레이스', '앞', '마지막', '담금질', '강산', '기자', '여기', '베이징']"
2022-02-04,STK,"['때', '신비주의', '고수', '중국', '쇼트트랙']"
2022-02-04,STK,"['팀', '코리아', '내', '쇼트트랙', '혼성', '계주']"
2022-02-04,STK,"['올림픽', '첫', '판', '한국', '쇼트트랙', '중국', '혼성계주', '조']"
2022-02-04,STK,"['첫', '혼성계주', '내', '첫', '메달', '도전']"
2022-02-04,STK,"['베이징올림픽', '쇼트트랙', '혼성계주', '첫', '금메달', '질주']"
2022-02-04,STK,"['한국', '쇼트트랙', '혼성계주', '5일', '첫', '금메달', '사냥']"
2022-02-04,STK,"['디라이브', '대한민국', '73번', '개막식', '입장', '쇼트트랙', '혼성계주', '金', '기대']"
2022-02-04,STK,"['미래', '팀코리아', '겨울', '드라마', '시작']"
2022-02-04,FRS,"['7개', '종목', '신설', '성평등', '가치', '접목', '진화', '올림픽']"
2022-02-04,FRS,"['스포츠머그', '스키', '포기', '최선', '완주', '박수', '여자', '모굴', '스키', '선수']"
2022-02-04,FRS,"['영상', '모글', '킹', '킹스버리', '예선', '1위']"
2022-02-04,FRS,"['올림픽', '英', '스키선수', '거스', '켄워시', '인권', '유린', '中', '올림픽', '개최', '부적절']"
2022-02-04,FRS,"['모굴', '왕', '킹스버리', '부상', '2보', '전진', '1보', '후퇴', '나', '스키', '것']"
2022-02-04,FRS,"['영상', '루이비통', '티파니', '선택', '스키', '때문', '美', '中', '신경전']"
2022-02-04,NCB,"['올림픽', '메달', '6개', '프렌젤', '코로나19', '확진', '노르딕복합', '신기록', '빨간불']"
2022-02-04,NCB,"['올림픽', '노르딕', '복합', '금메달', '후보', '베이징', '도착', '후', '코로나19', '확진']"
2022-02-04,SKN,"['올림픽', '준비', '벨기', '수', '눈물', '사연', '해시태그', '베이징']"
2022-02-04,SKN,"['벨기', '수', '눈물', '호소', '격리시설', '하루만', '선수촌', '입성']"
2022-02-04,SKN,"['음성판정', '격리', '올릭픽', '가능', '벨기', '수', '눈물']"
2022-02-04,SKN,"['中', '격리', '격리', '국가대표', '일']"
2022-02-04,SKN,"['평창', '유망주', '천하무적', '정승기', '베이징', '정복', '시작']"
2022-02-04,SKN,"['베이징현장분석', '조인호', '총감독', '의미심장', '분석', '윤성빈', '급추락', '첫', '슬럼프', '자존심', '10위']"
2022-02-04,SKN,"['올림픽', '金만', '황제', '스켈레톤', '1위', '두쿠르스', '38세', '베이징서', '재도전']"
2022-02-04,SKN,"['휘청', '아이언맨', '윤성빈', '스켈레톤', '세대', '교체']"
2022-02-05,CUR,"['하이라이트', '완벽', '컨디션', '스웨덴', '컬링', '스위스', '4강', '청신호']"
2022-02-05,CUR,"['지코보다', '임코', '팀', '베이징', '부탁해']"
2022-02-05,SJP,"['여자', '스키점프', '슬로베니아', '보가타', '우승', '다카나시', '4위']"
2022-02-05,SJP,"['슬로베니아', '보가타', '여자', '스키점프', '노멀힐', '우승']"
2022-02-05,SJP,"['올림픽', '여자', '스키점프', '슬로베니아', '보가타', '우승', '다카나시', '4위']"
2022-02-05,SJP,"['영상', '이것', '스키점프', '최강국', '면모', '1위', '비행', '스키점프', '남자', '노멀힐', '예선']"
2022-02-05,SJP,"['영상', '월드컵', '랭킹', '1위', '칼', '가이거의', '비행', '스키점프', '남자', '노멀힐', '예선']"
2022-02-05,SJP,"['영상', '정확', '세계', '신기록', '보유자', '실력', '스키점프', '남자', '노멀힐', '예선']"
2022-02-05,SJP,"['영상', '161cm', '수', '탄탄', '경기력', '스키점프', '남자', '노멀힐', '예선']"
2022-02-05,SJP,"['영상', '베테랑', '표트르', '즈', '1위', '스키점프', '남자', '노멀힐', '예선']"
2022-02-05,SJP,"['영상', '착지', '후', '손키스', '세리머니', '다비드', '쿠바츠키', '스키점프', '남자', '노멀힐', '예선']"
2022-02-05,BTH,"['노르웨', '바이애슬론', '혼성', '계주', '금메달', '탈환']"
2022-02-05,BTH,"['노르웨', '바이애슬론', '혼성', '계주', '금메달']"
2022-02-05,BTH,"['설상종목', '강국', '노르웨', '바이애슬론', '혼성계주', '금메달']"
2022-02-05,BTH,"['올림픽', '노르웨', '바이애슬론', '혼성계주', '금메달', '탈환']"
2022-02-05,IHO,"['2022베이징', '여자', '아이스하키', '핀란드', '연속', '골']"
2022-02-05,IHO,"['올림픽', '러시아', '여자', '아이스하키', '코', '확진', '6명', '이탈']"
2022-02-05,IHO,"['올림픽', '핀란드', '女아이스하키', '감독', '가족', '건강', '문제', '귀국']"
2022-02-05,IHO,"['핀란드', '아이스하키', '감독', '가족', '건강문제', '급거', '귀국']"
2022-02-05,IHO,"['올림픽', '올림픽', '가족', '중요', '핀란드', '감독', '가족', '건강', '문제', '귀국']"
2022-02-05,IHO,"['올림픽', '중국', '남자', '아이스하키팀', '중국팀']"
2022-02-05,BOB,"['코로나19', '양성', '미국', '봅슬레이', '전설', '단복', '기부']"
2022-02-05,BOB,"['올림픽', '코', '확진', '개회식', '불참', '美메이어스', '테일러', '단복', '기부']"
2022-02-05,BOB,"['올림픽', '코로나19', '양성', '미국', '봅슬레이', '전설', '단복', '기부']"
2022-02-05,FRS,"['영국', '스키', '수', '中', '인권', '문제', '올림픽', '개최', '부적절', '베이징올림픽']"
2022-02-05,FRS,"['베이징올림픽', '미국', '대', '중국', '스키선수', '에일린', '구', '중국', '인기']"
2022-02-06,CUR,"['베이징올림픽', '中', '컬링', '혼성2인조', '4강', '진출', '실패']"
2022-02-06,CUR,"['영상', '하이라이트', '컬링', '종주국', '영국', '믹스더블', '중국', '승리']"
2022-02-06,CUR,"['중국팀', '승리', '미국팀', '특별', '선물', '베이징2022']"
